등록일자,조도2(0~255단계),조도4(0~255단계),조도6,누적전력량3(W),누적전력량4(W),누적전력량6(W)
2020-11-13 6:06,20,6.6,3.6,0,100,100
2020-11-13 6:06,7,0,0,0,100,100
2020-11-13 6:06,10,0,0,0,100,100
2020-11-13 6:06,44,1.3,1.3,0,100,100
2020-11-13 6:06,8,0,0,0,100,100
2020-11-13 6:07,2,0,0,0,100,100
2020-11-13 6:07,NaN,0,0,0,100,100
2020-11-13 6:07,62,0.4,11.9,0,100,100
2020-11-13 6:07,3,0,0,0,100,22
2020-11-13 6:07,9,0,0,0,100,100
2020-11-13 6:07,6,3.1,3.5,0,100,100
2020-11-13 6:07,26,1.7,3.2,0,100,100
2020-11-13 6:07,51,0.3,5.2,1,100,44
2020-11-13 6:07,12,0,0,0,100,100
2020-11-13 6:07,13,0.1,0.1,0,90,100
2020-11-13 6:07,15,0,0,0,100,100
2020-11-13 6:07,2,0,0,0,100,100
2020-11-13 6:07,24,0.8,0.8,0,100,100
2020-11-13 6:07,7,0,0,0,100,100
2020-11-13 6:08,0,0,0,0,100,100
2020-11-13 6:08,33,0,0,0,0,100
2020-11-13 6:08,19,0.1,0.1,0,100,100
2020-11-13 6:08,9,0,0,0,100,100
2020-11-13 6:08,12,0,0,0,100,100
2020-11-13 6:08,11,14.4,14.4,0,100,100
2020-11-13 6:08,36,0.1,0.3,0,100,100
2020-11-13 6:08,3,0,0,0,100,100
2020-11-13 6:08,5,11.8,11.8,0,100,100
2020-11-13 6:08,22,0,0,0,100,100
2020-11-13 6:08,50,1.4,1.4,0,47,100
2020-11-13 6:09,3,0,0,0,100,100
2020-11-13 6:09,5,0,0,0,100,100
2020-11-13 6:09,9,4.9,4.9,0,100,100
2020-11-13 6:09,13,0,0.1,0,100,100
2020-11-13 6:09,4,0,0,0,100,100
2020-11-13 6:09,53,7.5,0.1,0,100,100
2020-11-13 6:09,49,0.2,0.2,0,100,100
2020-11-13 6:09,3,0,0,0,100,100
2020-11-13 6:09,1,0,0,0,100,100
2020-11-13 6:09,17,0,0,0,100,100
2020-11-13 6:09,0,3.3,3.3,0,100,100
2020-11-13 6:09,22,0,0,1,2,3
2020-11-13 6:09,7,15.8,15.7,0,93,93
2020-11-13 6:09,27,5.4,5.6,0,79,79
2020-11-13 6:09,20,6.9,6.9,0,100,97
2020-11-13 6:09,27,0,0,0,100,100
2020-11-13 6:09,4,0,0,0,100,100
2020-11-13 6:09,23,5.7,5.8,0,100,100
2020-11-13 6:09,12,0.1,0.1,0,100,100
2020-11-13 6:09,7,6.9,6.8,0,100,100
2020-11-13 6:09,22,8.1,8.1,0,100,100
2020-11-13 6:10,2,0,0,0,100,100
2020-11-13 6:10,5,0,0,0,100,100
2020-11-13 6:10,6,0,0,0,100,100
2020-11-13 6:10,NaN,0,0,0,0,0
2020-11-13 6:10,7,6,6.5,0,100,100
2020-11-13 6:10,44,0.4,0.4,1,100,100
2020-11-13 6:10,12,7.5,7.4,0,100,38
2020-11-13 6:10,1,0,0,0,100,100
2020-11-13 6:10,12,0,0,0,100,100
2020-11-13 6:10,1,0,0,0,100,100
2020-11-13 6:10,22,9.2,3.1,0,0,0
2020-11-13 6:10,23,0,0,0,100,100
2020-11-13 6:10,12,1,1.1,0,100,100
2020-11-13 6:10,7,0,0,0,100,100
2020-11-13 6:10,16,0,0,0,27,0
2020-11-13 6:11,3,0,0,0,100,100
2020-11-13 6:11,69,4.8,4.3,0,100,100
2020-11-13 6:11,37,0,0,0,100,100
2020-11-13 6:11,32,5.2,5.2,0,100,100
2020-11-13 6:11,22,8.1,8.1,0,100,100
2020-11-13 6:11,10,0,0,0,100,99
2020-11-13 6:11,67,7.6,7.8,0,100,100
2020-11-13 6:11,9,0,0,0,100,100
2020-11-13 6:11,30,0,0,0,100,44
2020-11-13 6:11,6,0,0,0,100,100
2020-11-13 6:11,45,0,5.8,0,100,100
2020-11-13 6:11,5,0,0,0,100,100
2020-11-13 6:11,5,4.1,4.2,0,100,100
2020-11-13 6:11,3,0,0,1,100,100
2020-11-13 6:11,16,0.1,0.1,0,54,100
2020-11-13 6:12,12,0,0,0,100,100
2020-11-13 6:12,26,1.1,1.1,0,100,100
2020-11-13 6:12,2,0,0,0,100,100
2020-11-13 6:12,12,0,0,0,100,100
2020-11-13 6:12,16,0,5.2,0,100,100
2020-11-13 6:12,51,5.3,3.9,0,100,100
2020-11-13 6:13,10,3.4,3.4,0,100,100
2020-11-13 6:13,5,0,0,0,100,100
2020-11-13 6:13,1,0.4,0.3,0,100,100
2020-11-13 6:13,5,0,0,0,100,100
2020-11-13 6:13,4,0,0,0,100,100
2020-11-13 6:13,14,0.4,0.4,0,100,100
2020-11-13 6:14,16,19.6,19.6,0,100,100
2020-11-13 6:14,8,1.2,1.2,0,100,100
2020-11-13 6:14,16,0,0,0,100,100
2020-11-13 6:14,8,0,0,0,100,100
2020-11-13 6:14,29,0.1,0.1,1,22,23
2020-11-13 6:14,7,1.3,1.3,0,100,100
2020-11-13 6:14,9,5.5,5.6,0,100,100
2020-11-13 6:14,3,0,0,0,96,96
2020-11-13 6:14,14,0,0,0,100,100
2020-11-13 6:14,54,9.4,0.3,0,100,100
2020-11-13 6:14,10,0,0,0,100,87
2020-11-13 6:14,2,0,0,0,100,100
2020-11-13 6:15,5,0,0,0,100,100
2020-11-13 6:15,39,5.8,5.9,1,100,100
2020-11-13 6:15,53,0,0,0,100,100
2020-11-13 6:15,22,5.3,4.5,0,100,100
2020-11-13 6:15,7,0.3,0.3,0,100,100
2020-11-13 6:15,27,0,0,0,100,100
2020-11-13 6:15,15,4.9,4.8,0,53,100
2020-11-13 6:15,11,0,0,0,100,100
2020-11-13 6:15,4,0.8,10,0,100,64
2020-11-13 6:15,0,0,0.1,1,100,100
2020-11-13 6:15,14,2.2,2.2,0,100,100
2020-11-13 6:16,20,3.3,3.3,0,47,48
2020-11-13 6:16,20,0,0,0,0,0
2020-11-13 6:16,50,6.6,0,0,100,100
2020-11-13 6:16,6,1.4,1.4,0,100,100
2020-11-13 6:16,5,0.1,0.1,0,100,100
2020-11-13 6:16,16,6.1,6.1,0,100,100
2020-11-13 6:16,1,0,0,0,100,100
2020-11-13 6:16,8,0,0,0,100,60
2020-11-13 6:16,2,7.2,7.2,0,100,100
2020-11-13 6:16,41,17.2,18.8,0,100,100
2020-11-13 6:17,27,7.7,0.3,0,100,100
2020-11-13 6:17,5,0,0,0,100,100
2020-11-13 6:17,7,5.8,5.7,0,100,100
2020-11-13 6:17,7,0.4,0.5,0,0,0
2020-11-13 6:17,11,0.2,0.2,0,100,100
2020-11-13 6:17,14,0,0,0,100,100
2020-11-13 6:18,19,12.8,12.8,0,38,39
2020-11-13 6:18,19,0,0,0,100,100
2020-11-13 6:18,4,0.1,0.1,0,100,100
2020-11-13 6:18,17,0,0,0,100,100
2020-11-13 6:18,11,0,0,0,100,100
2020-11-13 6:18,23,0,0,0,1,2
2020-11-13 6:18,6,0,0,0,100,100
2020-11-13 6:18,32,6.8,5.1,0,100,100
2020-11-13 6:18,4,0,0,1,100,100
2020-11-13 6:19,9,1.1,1.2,0,26,29
2020-11-13 6:19,4,0.1,0.1,0,100,100
2020-11-13 6:19,4,1.5,1.4,0,100,100
2020-11-13 6:19,73,4,4.6,1,100,100
2020-11-13 6:19,0,1.5,1.5,0,68,69
2020-11-13 6:19,7,0,0,0,100,100
2020-11-13 6:19,18,0.1,13.4,0,100,0
2020-11-13 6:19,9,0,0,0,100,100
2020-11-13 6:19,8,0.4,7,0,87,62
2020-11-13 6:19,60,0,0,1,100,100
2020-11-13 6:20,19,9.1,9.1,0,100,100
2020-11-13 6:20,9,19.5,0,0,100,100
2020-11-13 6:20,59,8.9,47.1,1,100,100
2020-11-13 6:20,22,0,0,0,100,100
2020-11-13 6:20,5,0,0,0,100,100
2020-11-13 6:20,14,0,3.6,0,100,100
2020-11-13 6:20,66,11.2,15.8,0,64,65
2020-11-13 6:20,8,0,0,0,100,100
2020-11-13 6:20,6,0,0,0,100,100
2020-11-13 6:20,32,0,0,0,100,100
2020-11-13 6:21,31,4.9,6.7,0,0,1
2020-11-13 6:21,9,0,0,0,94,94
2020-11-13 6:21,15,0.1,0.1,0,100,100
2020-11-13 6:21,2,0,0,1,100,100
2020-11-13 6:21,16,13,9.7,0,100,100
2020-11-13 6:21,0,1.6,1.6,0,76,76
2020-11-13 6:21,12,6.1,6.3,0,100,100
2020-11-13 6:21,56,8.6,10.3,0,100,100
2020-11-13 6:21,20,2.8,2.8,0,0,0
2020-11-13 6:21,54,0,0,0,100,100
2020-11-13 6:21,4,1.8,1.8,0,100,100
2020-11-13 6:21,3,0,0,0,100,100
2020-11-13 6:21,NaN,0.1,0.1,0,100,100
2020-11-13 6:22,10,0,0,0,70,71
2020-11-13 6:22,9,0.1,0.1,0,100,100
2020-11-13 6:22,15,5.4,5.4,0,0,100
2020-11-13 6:22,12,0.9,1,0,100,100
2020-11-13 6:22,1,0,0,0,100,100
2020-11-13 6:22,4,0,0,0,47,49
2020-11-13 6:22,78,5.5,11.9,0,100,100
2020-11-13 6:22,2,0,0,0,100,100
2020-11-13 6:22,19,0,0.9,0,100,73
2020-11-13 6:22,4,6,6,0,100,100
2020-11-13 6:22,11,0,0,0,100,100
2020-11-13 6:23,1,27.1,31.1,0,0,0
2020-11-13 6:23,3,1.1,1.1,0,100,100
2020-11-13 6:23,29,7,18.9,0,99,99
2020-11-13 6:23,1,0.1,0.1,0,100,100
2020-11-13 6:23,24,19.5,7.6,0,100,100
2020-11-13 6:23,5,3.8,3.7,0,94,94
2020-11-13 6:23,14,3.7,4.1,0,100,100
2020-11-13 6:23,6,0,0,0,100,100
2020-11-13 6:23,0,0.2,0.2,0,100,100
2020-11-13 6:23,2,0,0,0,100,100
2020-11-13 6:23,61,0,0,0,100,100
2020-11-13 6:23,14,0,0,0,100,45
2020-11-13 6:23,13,10.4,10.5,0,100,100
2020-11-13 6:24,7,0,0,0,100,100
2020-11-13 6:24,4,0,0,0,100,100
2020-11-13 6:24,14,0,0,0,100,100
2020-11-13 6:24,83,4,7,0,100,100
2020-11-13 6:24,74,2.2,2.2,0,100,100
2020-11-13 6:24,78,0,0,0,100,100
2020-11-13 6:24,5,2.1,2.2,0,100,100
2020-11-13 6:24,7,0,0,0,100,100
2020-11-13 6:24,7,7.5,7.3,0,100,100
2020-11-13 6:25,14,0.2,0.2,0,100,100
2020-11-13 6:25,10,0,0,0,100,100
2020-11-13 6:25,62,2.3,2.3,0,0,100
2020-11-13 6:25,8,0,0,0,73,100
2020-11-13 6:25,5,0,0,0,100,15
2020-11-13 6:25,62,17.4,0,0,66,100
2020-11-13 6:25,4,2.5,2.4,0,0,0
2020-11-13 6:25,53,0,0,0,100,100
2020-11-13 6:26,20,2.5,2.5,0,0,0
2020-11-13 6:26,NaN,0,0,0,100,100
2020-11-13 6:26,9,0,0,0,100,100
2020-11-13 6:26,28,0.2,60.4,1,100,100
2020-11-13 6:26,24,0,0,0,100,100
2020-11-13 6:26,14,7.7,10.7,0,100,50
2020-11-13 6:27,63,9,14.2,0,100,100
2020-11-13 6:27,9,0.1,0.1,0,100,100
2020-11-13 6:27,32,3.3,3.2,0,58,59
2020-11-13 6:27,63,0,0,1,87,87
2020-11-13 6:27,13,0,0,0,100,100
2020-11-13 6:27,34,0,0,0,100,100
2020-11-13 6:28,6,5,5.1,0,100,100
2020-11-13 6:28,6,0.5,0.4,0,100,100
2020-11-13 6:28,0,0,0,0,100,100
2020-11-13 6:28,7,0,0,0,100,100
2020-11-13 6:28,18,0,0,0,100,100
2020-11-13 6:28,5,1.5,0,0,89,38
2020-11-13 6:28,0,0,0,0,89,89
2020-11-13 6:28,14,1.6,1.6,0,100,96
2020-11-13 6:28,5,0,0,0,89,85
2020-11-13 6:28,15,0,0,0,19,24
2020-11-13 6:28,4,0,0,0,98,98
2020-11-13 6:28,14,11.3,11.3,0,100,16
2020-11-13 6:28,32,4.5,4.5,0,100,100
2020-11-13 6:29,63,14.7,7.9,0,100,100
2020-11-13 6:29,59,0.3,6.8,0,100,100
2020-11-13 6:29,22,8.6,8.9,0,100,100
2020-11-13 6:29,30,97.5,34.5,0,67,69
2020-11-13 6:29,7,0,1.1,0,96,100
2020-11-13 6:29,23,2,2,0,100,100
2020-11-13 6:29,0,2.8,2.8,0,100,100
2020-11-13 6:29,11,0,0,0,100,100
2020-11-13 6:29,5,8,7.9,0,73,73
2020-11-13 6:29,10,0,0,0,100,100
2020-11-13 6:29,2,4.8,4.7,0,100,100
2020-11-13 6:30,3,0,0,0,100,100
2020-11-13 6:30,1,0,0,0,100,100
2020-11-13 6:30,57,0,0,1,100,100
2020-11-13 6:30,73,2.1,7.2,0,100,100
2020-11-13 6:30,64,2.2,3.4,0,100,100
2020-11-13 6:30,57,6.8,6.8,0,100,100
2020-11-13 6:30,21,0,0,0,100,100
2020-11-13 6:30,21,5.8,4.8,0,100,100
2020-11-13 6:30,17,5.9,6,0,39,100
2020-11-13 6:30,6,0,0,0,100,100
2020-11-13 6:30,5,4.5,4.6,0,45,43
2020-11-13 6:30,NaN,0,0,0,100,100
2020-11-13 6:31,10,8.9,8.4,0,100,100
2020-11-13 6:31,19,10.3,10.3,0,89,90
2020-11-13 6:31,4,0,0,0,100,100
2020-11-13 6:31,20,0,0,0,100,100
2020-11-13 6:31,5,2.4,2.4,0,100,100
2020-11-13 6:31,10,0,0,0,87,87
2020-11-13 6:31,12,0,0,0,100,100
2020-11-13 6:31,8,0,2.6,0,21,20
2020-11-13 6:31,7,0,0,0,100,100
2020-11-13 6:31,13,0,0,0,100,100
2020-11-13 6:32,5,0,3.6,0,100,31
2020-11-13 6:32,39,1.9,3.2,0,100,100
2020-11-13 6:32,6,0,0,0,100,100
2020-11-13 6:32,73,3.2,3.3,0,93,93
2020-11-13 6:32,7,0,0,0,100,100
2020-11-13 6:32,7,0.1,0.1,0,100,100
2020-11-13 6:32,16,3.1,3.1,0,100,100
2020-11-13 6:32,7,0,0,0,100,100
2020-11-13 6:32,4,0.5,0.5,0,100,100
2020-11-13 6:32,12,4,4,0,100,100
2020-11-13 6:32,8,0,0,0,100,100
2020-11-13 6:32,54,0,0,0,100,100
2020-11-13 6:32,15,1.4,1.4,0,100,100
2020-11-13 6:32,8,0,0,0,85,100
2020-11-13 6:33,9,0,0,0,100,100
2020-11-13 6:33,6,1.1,1.1,0,100,100
2020-11-13 6:33,3,0,0,0,100,100
2020-11-13 6:33,54,0,0,0,100,100
2020-11-13 6:33,3,0,0,0,66,66
2020-11-13 6:33,17,9.3,9.1,0,100,100
2020-11-13 6:33,2,0,0,0,100,100
2020-11-13 6:34,8,0,0,0,100,100
2020-11-13 6:34,6,0,0,0,100,100
2020-11-13 6:34,10,7.2,6.6,0,85,85
2020-11-13 6:34,7,0,0,0,100,100
2020-11-13 6:34,43,8.3,1.4,0,100,100
2020-11-13 6:34,10,0.1,0.1,0,100,100
2020-11-13 6:34,5,0,0,0,100,100
2020-11-13 6:34,3,4.8,4.7,0,100,100
2020-11-13 6:34,8,0,0,0,100,100
2020-11-13 6:34,50,7.1,19.6,0,100,100
2020-11-13 6:34,74,7.1,0,0,100,100
2020-11-13 6:35,12,0,0,0,100,100
2020-11-13 6:35,44,0.1,0.1,0,100,100
2020-11-13 6:35,7,0,0,0,100,100
2020-11-13 6:35,9,0.4,0.4,0,100,100
2020-11-13 6:35,8,0,0,0,100,100
2020-11-13 6:35,4,0,0,0,100,100
2020-11-13 6:35,5,4.6,4.6,0,100,100
2020-11-13 6:35,0,1.6,1.6,0,100,100
2020-11-13 6:35,2,0,0,0,0,0
2020-11-13 6:35,10,8.3,8.4,0,100,65
2020-11-13 6:35,63,13.1,11.5,0,100,100
2020-11-13 6:35,5,0,0,0,100,100
2020-11-13 6:35,13,0,0,0,100,100
2020-11-13 6:36,2,0,0,0,91,91
2020-11-13 6:36,9,0.1,0.1,0,100,100
2020-11-13 6:36,1,0,0,0,100,100
2020-11-13 6:36,98,14,30.8,0,100,100
2020-11-13 6:36,38,10.2,6.2,0,91,90
2020-11-13 6:36,39,1.8,1.8,0,100,100
2020-11-13 6:36,5,0,0,0,100,100
2020-11-13 6:36,5,7.5,7.5,0,100,100
2020-11-13 6:36,4,0.1,0.1,0,100,100
2020-11-13 6:36,NaN,0,5.7,0,100,0
2020-11-13 6:37,4,0,0,0,100,100
2020-11-13 6:37,9,1.3,1.4,0,51,52
2020-11-13 6:37,37,0,0,0,99,99
2020-11-13 6:37,63,0,0,0,100,100
2020-11-13 6:37,9,0,0,0,100,100
2020-11-13 6:37,10,0,1,0,100,100
2020-11-13 6:37,31,3.8,3.9,0,100,100
2020-11-13 6:37,10,5.6,5.2,0,0,0
2020-11-13 6:37,6,0,0,0,96,96
2020-11-13 6:37,7,13.9,13.9,0,100,68
2020-11-13 6:37,10,0,0,0,100,100
2020-11-13 6:37,30,0.1,0.1,0,100,100
2020-11-13 6:37,13,0,0,0,100,100
2020-11-13 6:38,7,0,0,0,93,92
2020-11-13 6:38,4,1.4,1.4,0,95,96
2020-11-13 6:38,9,0,0,0,0,100
2020-11-13 6:38,3,0,0,0,100,100
2020-11-13 6:38,2,0,0,0,100,100
2020-11-13 6:38,7,29.7,29.5,0,100,100
2020-11-13 6:38,6,0,0,0,100,100
2020-11-13 6:38,9,11.5,11.5,0,100,100
2020-11-13 6:38,50,9.2,7.8,0,100,100
2020-11-13 6:38,35,0,0,0,100,100
2020-11-13 6:38,52,14,6.1,0,100,100
2020-11-13 6:38,58,0.1,0.1,0,100,100
2020-11-13 6:38,4,0,0,0,100,100
2020-11-13 6:39,97,0.5,0.5,0,100,100
2020-11-13 6:39,4,3.1,3.1,0,100,100
2020-11-13 6:39,19,0,0,0,100,0
2020-11-13 6:39,3,0,0,0,100,100
2020-11-13 6:39,0,0,0,0,100,100
2020-11-13 6:39,8,0,0,0,100,100
2020-11-13 6:39,14,8.9,8.9,0,100,100
2020-11-13 6:39,33,0,0,0,100,100
2020-11-13 6:39,9,0,0,0,100,100
2020-11-13 6:39,4,0.3,0.3,0,100,100
2020-11-13 6:39,88,19.8,21,0,100,100
2020-11-13 6:39,19,0,13.4,0,32,32
2020-11-13 6:40,18,0.1,0.1,0,0,100
2020-11-13 6:40,0,0,0,0,100,100
2020-11-13 6:40,15,0,0,0,100,100
2020-11-13 6:40,12,1.6,1.6,0,100,100
2020-11-13 6:40,59,9.9,1.3,0,100,100
2020-11-13 6:40,1,0.2,0.1,0,100,100
2020-11-13 6:40,24,0,0,0,100,100
2020-11-13 6:40,15,0,0,0,100,100
2020-11-13 6:40,17,0,0,0,100,100
2020-11-13 6:41,8,0,0,0,100,100
2020-11-13 6:41,12,8.7,8.6,0,100,100
2020-11-13 6:41,NaN,0,0,0,100,100
2020-11-13 6:41,58,0,0,0,100,100
2020-11-13 6:41,23,18.5,18.2,0,100,100
2020-11-13 6:41,3,0.1,0.1,0,100,100
2020-11-13 6:41,3,0,0,0,100,100
2020-11-13 6:41,13,0,0,0,100,100
2020-11-13 6:41,12,0,0,0,0,0
2020-11-13 6:41,23,6.3,6,0,100,100
2020-11-13 6:41,31,6.3,2.9,0,100,100
2020-11-13 6:41,4,0,0,0,100,100
2020-11-13 6:41,9,0,0,0,100,100
2020-11-13 6:42,21,6.8,4.1,0,79,79
2020-11-13 6:42,9,0.1,0.1,0,100,100
2020-11-13 6:42,3,0,0,0,96,96
2020-11-13 6:42,1,6.3,6.3,0,77,77
2020-11-13 6:42,30,15.2,15.1,0,15,16
2020-11-13 6:42,14,0,0,0,100,100
2020-11-13 6:42,6,0,0,0,100,100
2020-11-13 6:42,12,4.9,5.1,0,74,75
2020-11-13 6:42,2,0,0,0,100,100
2020-11-13 6:42,4,0,0,0,100,100
2020-11-13 6:42,12,13.5,13.5,0,100,100
2020-11-13 6:42,13,2.3,2.3,0,100,100
2020-11-13 6:42,7,0,0,0,100,100
2020-11-13 6:43,72,3.5,8.3,0,100,100
2020-11-13 6:43,66,7.4,7.4,0,41,44
2020-11-13 6:43,16,0,0,0,100,100
2020-11-13 6:43,6,8.8,8.7,0,100,100
2020-11-13 6:43,1,1.3,1.3,0,100,100
2020-11-13 6:43,6,0,0,0,100,100
2020-11-13 6:43,16,0,0,0,100,100
2020-11-13 6:43,2,0,0,0,98,97
2020-11-13 6:43,5,0,0,0,100,100
2020-11-13 6:43,50,0,0,0,100,100
2020-11-13 6:43,8,1,1,0,100,100
2020-11-13 6:43,7,0,0,0,99,100
2020-11-13 6:43,9,0,0,0,100,100
2020-11-13 6:44,12,0.6,0.6,0,100,100
2020-11-13 6:44,19,0.1,0.1,0,100,100
2020-11-13 6:44,8,0,0,0,100,100
2020-11-13 6:44,49,0,0,0,100,100
2020-11-13 6:44,4,0,0,0,100,100
2020-11-13 6:44,16,0.4,0.4,0,100,100
2020-11-13 6:44,4,0,0,0,100,100
2020-11-13 6:44,5,0,0,0,100,100
2020-11-13 6:44,11,0,0,0,100,100
2020-11-13 6:44,4,0,0,0,100,100
2020-11-13 6:44,22,7.7,14.1,0,100,18
2020-11-13 6:44,4,0,0,0,100,100
2020-11-13 6:44,13,0,0,0,100,0
2020-11-13 6:44,9,6.8,6.8,0,100,100
2020-11-13 6:44,11,36.2,34.6,0,100,100
2020-11-13 6:45,7,0,0,0,100,100
2020-11-13 6:45,15,1.7,1.7,0,100,100
2020-11-13 6:45,6,10.4,10.4,0,39,39
2020-11-13 6:45,23,4.5,4.8,0,100,100
2020-11-13 6:45,11,0,0,0,100,100
2020-11-13 6:45,42,13.7,0.1,0,100,100
2020-11-13 6:45,4,6.2,5.9,0,0,0
2020-11-13 6:45,8,0,0,0,100,100
2020-11-13 6:45,12,0,0,0,69,70
2020-11-13 6:45,13,0,0,0,100,100
2020-11-13 6:45,47,0.1,0.1,0,100,8
2020-11-13 6:45,9,0,0,0,100,100
2020-11-13 6:45,3,0,0,0,100,100
2020-11-13 6:45,42,0.3,0.2,0,0,0
2020-11-13 6:45,12,6,5.9,0,0,0
2020-11-13 6:45,10,0,0,0,100,100
2020-11-13 6:45,5,3.2,3.2,0,100,100
2020-11-13 6:45,6,0,0,0,100,100
2020-11-13 6:45,0,1.9,1.9,1,100,100
2020-11-13 6:46,4,30.8,29.1,0,39,40
2020-11-13 6:46,12,2.1,2.1,0,100,100
2020-11-13 6:46,2,5.8,5.8,0,100,94
2020-11-13 6:46,37,0.1,0.1,0,100,100
2020-11-13 6:46,21,0,0,0,100,100
2020-11-13 6:46,56,0.3,0.2,0,100,100
2020-11-13 6:46,66,0,0,0,100,100
2020-11-13 6:46,5,0,0,0,100,100
2020-11-13 6:46,20,4.7,5.4,0,0,0
2020-11-13 6:46,27,0,0,0,100,100
2020-11-13 6:46,18,0.1,0.1,0,0,100
2020-11-13 6:46,37,10.8,15.9,0,100,100
2020-11-13 6:46,56,0,0,1,100,100
2020-11-13 6:46,5,11.2,11.1,0,100,100
2020-11-13 6:46,60,8,8,0,100,100
2020-11-13 6:46,2,0,0,0,100,100
2020-11-13 6:46,21,5.2,0,0,100,100
2020-11-13 6:46,16,0,0,0,100,100
2020-11-13 6:46,13,0,0,0,0,0
2020-11-13 6:47,19,1.9,3.2,0,100,0
2020-11-13 6:47,59,0,0,0,45,45
2020-11-13 6:47,12,0,0,0,100,100
2020-11-13 6:47,6,0,0,0,100,100
2020-11-13 6:47,27,5.7,5.7,0,100,100
2020-11-13 6:47,61,15.3,18.8,0,100,100
2020-11-13 6:47,5,10.2,10.8,0,19,20
2020-11-13 6:47,23,0.1,0.1,0,100,100
2020-11-13 6:47,1,0.1,0.1,0,100,100
2020-11-13 6:47,7,0,0,0,100,100
2020-11-13 6:47,52,15.7,2.5,0,100,100
2020-11-13 6:47,10,0,0,0,100,100
2020-11-13 6:48,2,0,0,0,100,100
2020-11-13 6:48,4,0,0,0,100,100
2020-11-13 6:48,2,5.6,5.6,0,100,100
2020-11-13 6:48,9,5.9,5.9,0,100,100
2020-11-13 6:48,5,4.1,4.2,0,100,100
2020-11-13 6:48,52,0,0,0,100,100
2020-11-13 6:48,9,0,0,0,77,77
2020-11-13 6:48,1,0.1,0.1,0,100,100
2020-11-13 6:48,27,18.3,0,0,100,56
2020-11-13 6:48,8,9.5,9.6,0,100,100
2020-11-13 6:48,19,0,0,0,17,100
2020-11-13 6:49,13,0,0,0,100,100
2020-11-13 6:49,18,1.3,0,0,100,100
2020-11-13 6:49,4,12.4,12.3,0,4,4
2020-11-13 6:49,81,9.2,18,1,100,100
2020-11-13 6:49,2,0,0,0,100,100
2020-11-13 6:49,2,0,0,0,98,98
2020-11-13 6:49,15,6.8,6.7,0,100,100
2020-11-13 6:49,1,6.7,0,0,92,100
2020-11-13 6:49,10,0,0,0,100,100
2020-11-13 6:49,12,11.8,10.6,0,100,100
2020-11-13 6:49,14,5.8,6,0,100,100
2020-11-13 6:49,10,5.8,5.8,0,100,100
2020-11-13 6:49,15,0.5,0.6,0,100,100
2020-11-13 6:49,11,0,0,0,100,100
2020-11-13 6:49,88,5.3,5.4,1,100,100
2020-11-13 6:49,9,0.2,0.2,0,100,100
2020-11-13 6:50,4,7.3,7.3,0,98,98
2020-11-13 6:50,6,0,0,0,100,100
2020-11-13 6:50,NaN,0,0,0,100,100
2020-11-13 6:50,13,0,0,0,100,100
2020-11-13 6:50,0,0.7,0.7,1,100,100
2020-11-13 6:50,22,0,0,0,100,90
2020-11-13 6:50,59,10.3,10.3,0,46,47
2020-11-13 6:50,19,0,0,0,100,100
2020-11-13 6:50,31,14.6,8.7,0,100,100
2020-11-13 6:50,13,0,0,0,100,100
2020-11-13 6:50,3,0,0,0,0,100
2020-11-13 6:50,3,0.1,0.1,0,100,100
2020-11-13 6:50,1,0.9,0.8,0,100,100
2020-11-13 6:50,17,0,0,0,100,100
2020-11-13 6:50,83,10.9,10.8,0,11,13
2020-11-13 6:50,10,7.3,7.5,0,100,100
2020-11-13 6:51,27,0.1,7.3,0,100,100
2020-11-13 6:51,5,3.2,3.2,0,100,100
2020-11-13 6:51,16,17.1,16.4,0,100,100
2020-11-13 6:51,7,1.9,1.9,0,93,95
2020-11-13 6:51,2,0,0,0,100,100
2020-11-13 6:51,4,0.1,0,0,100,100
2020-11-13 6:51,13,0,0,0,100,100
2020-11-13 6:51,6,0.1,0.1,0,100,100
2020-11-13 6:52,59,0.4,13.4,0,100,100
2020-11-13 6:52,12,1.5,1.5,0,100,100
2020-11-13 6:52,0,1.4,1.4,1,100,100
2020-11-13 6:52,NaN,0,0,0,100,100
2020-11-13 6:52,4,0,0,0,87,89
2020-11-13 6:52,NaN,0,0,0,100,100
2020-11-13 6:52,6,0,0,0,100,100
2020-11-13 6:52,17,0.1,0.1,0,100,100
2020-11-13 6:52,13,7.3,7.4,0,100,100
2020-11-13 6:52,13,5.1,4.7,0,100,100
2020-11-13 6:52,8,0.2,0.2,0,11,2
2020-11-13 6:53,18,0,0,0,100,100
2020-11-13 6:53,14,7.7,7.8,0,7,7
2020-11-13 6:53,4,0,0,0,100,100
2020-11-13 6:53,10,0,0,0,67,100
2020-11-13 6:53,16,0.2,0.2,0,100,100
2020-11-13 6:53,17,42.9,43.6,0,100,100
2020-11-13 6:54,17,0.4,0.4,0,100,100
2020-11-13 6:54,10,5.6,5.6,0,100,100
2020-11-13 6:54,19,0.3,0.1,0,0,0
2020-11-13 6:54,0,8.7,9,1,20,23
2020-11-13 6:54,12,5.8,6.3,0,100,94
2020-11-13 6:54,2,0,0,0,100,100
2020-11-13 6:54,5,0,0,0,100,100
2020-11-13 6:54,7,0,0,0,100,100
2020-11-13 6:54,4,1.9,1.9,0,100,100
2020-11-13 6:54,7,0,0,0,100,100
2020-11-13 6:54,15,0,0,0,100,100
